rating,date,review,review_length,review_z,keywords
9.0,2024-04-16,Parasite stand cinematic tour de force searing indictment socioeconomic disparity entrenched within Korean society Director Bong Joonho masterfully craft narrative pulsates tension expertly weaving together theme class struggle human desperation film chaotic energy palpable start finish ensnaring viewer gripping tale deceit survival core Parasite present scathing critique cavernous divide have havenots destitute Kim family infiltrates affluent Park household web deception twist turn plot serf intensify film relentless momentum leaving audience edge seat grapple moral ambiguity laid bare truly set Parasite apart ability provoke introspection long credit rolled film rich tapestry character layered narrative demand multiple viewing unveiling new depth explore dissect Bong Joonhos directorial prowess shine brightly infusing every frame sense urgency unease lingers mind end Parasite transcends confines genre emerging profound meditation human condition corrosive effect inequality cinematic experience demand rewatched impact deepening subsequent viewing landscape inundated mediocrity Parasite stand beacon artistic excellencea film undoubtedly leave indelible mark cinema year come,1649,3.197521320994634,parasite film bong kim come
7.0,2024-04-14,pretty good movie kind thing still liked,60,-0.4518018221060275,still good movie
10.0,2024-04-12,love everything movie Definitely number 1 favorite film time,85,-0.394386417085564,love favorite time film movie
5.0,2024-04-11,Mid movie bland character archetype story quite basic tragically Im certain movie made US acclaim would lower better classism story aint,280,0.053453742074051486,story better im made would
10.0,2024-04-08,heavy story conflicting people spectrum society hard mirror u look amazing movie,141,-0.2657759098397257,society people amazing story movie
10.0,2024-04-06,watched son Beebert traumatized understand anything Korean know Korean doesnt learn Beebert enthused amount social commentary movie left go watch Wild Kratts matter one matter,331,0.17058116831579706,korean go watched know social
10.0,2024-04-06,One best film Ive seen life,43,-0.4908442975199427,life ive seen best one
10.0,2024-04-05,masterfully crafted film expertly blend genre seamlessly transitioning comedy drama thriller element Bong Joon Hos direction superb skilfully build tension suspense also infusing narrative biting social commentary,271,0.03278419626668462,comedy also social bong film
8.0,2024-04-05,love movie original fun watch came apart little bit end though,103,-0.35304732547083023,original love end watch movie
9.0,2024-03-31,consagration great filmmaker getting worldwide recognition deserved series magnificent work even taking home 4 Oscars one greatest nonenglish language movie 21st Century alltime,259,0.005224801856862128,work even great one movie
3.0,2024-03-30,Super boring wasnt even paying attention ending every part movie clear simple boring dialogue,144,-0.2588860612372701,every ending even movie
8.0,2024-03-29,immaculately crafted riveting tale class divide told interesting story strong performance beautiful cinematography,140,-0.2680725260405442,interesting cinematography class story
10.0,2024-03-26,best movie show class gap bring person border madness much word affect life others,144,-0.2588860612372701,life much class best movie
6.0,2024-03-24,first 80 minute boring drawn predictable track explaining rational fire everyone metaphor ham fisted movie people people start suck awhile deal people people 5 day week social satire great saying anything hasnt already got past,358,0.23258980573789767,people start first social great
10.0,2024-03-20,Theres nothing iParasitei hasnt already said truly amazing piece work deserves praise get Plenty film expressed social criticism exploration human desperation extreme authenticity realism haunting disturbing yet brilliant really make iParasitei standout expose inequality social class brings worst everyone,492,0.5403363766475822,social truly work brilliant get
8.0,2024-03-16,Inesperado Diferente Filme surpreendente,43,-0.4908442975199427,filme
2.0,2024-03-10,Pretentious weebs like overstate good,51,-0.4724713679133944,like good
9.0,2024-03-09,begin family four lower class Korean society father mother eldest son younger sister parent unemployed child continue education lived basement room suddenly like heaven given big blessing family eldest brother friend study abroad entrusted teach English rich man daughter However apparent stroke luck eventually lead unforeseen disaster first movie 92 year Oscars winner award nonEnglishlanguage film undeniable movie famous popularity outstanding cinematography unforgettable character First talk best scene impressed fascinated watching movie scene walking stair return Mouse Hole home rain occurs Parasitic family escape paradise recently enjoyed Kim family ran home save much belonging possible watching scene made feel like reflects society rich people high point take heart crisis poor people must overcome obstacle conversation lady phone call talked something made Kim Ki Taek stop another scene make feel matter class society belong criticized looked oppressed cynical someone higher anyway actor film deserve praise performance Kim Ki Taeks character portrayed Song Kang Ho stand narrative really love main character make story fun hilarious tense thrilling time made story colorful stressful agree character may detract main plot Therefore time doesnt seem fluid take time watch several time understand point Transitioning architectural symbolism employed creator stark class divide clearly expressed design Park family home raised entrance clearly delineated glass edge suggests production highlighting socioeconomic difference reinforce main issue inequality Moving movie overall impact enjoyed many emotion perspective thing make movie win many award praise analysis solving case clear satire life anyone like kind movie certainly one worth watching,2749,5.723799141895029,family scene kim character time
10.0,2024-03-07,Una obra maestra Cinco estrellas totales Una pelcula sensacional bastante argentina en varios aspectos,107,-0.34386086066755606,
9.0,2024-03-03,gold standard every eat rich satire want,65,-0.4403187411019348,every rich
10.0,2024-02-25,movie best ever wathced life story telling camera shot one thing movie ending would intresting son poor family got hit rock developed pshihological problem top kinda lack conflic bethen poor family dauther studient,330,0.16828455211497853,poor family would life ending
8.0,2024-02-24,deep refreshingly original Loved,46,-0.48395444891748707,original
10.0,2024-02-23,ABSOLUTOOTLY LOVE,22,-0.539073237737132,love
10.0,2024-02-23,Melhor filme que j foi feito j histria da humanidade o dia de hoje,77,-0.4127593466921123,filme que de
7.0,2024-02-17,Although vastly overrated start creative idea supported lovable performance Unfortunately soon fall apart due Korean adagium super unrealistic thing absolutely MUST happen keep movie boring soon film take turn there really nowhere go uninspired conclusion,359,0.2348864219387162,start must go take turn
9.0,2024-01-30,acting movie acceptable accept character term structure narrative miseenscne framing movie good think director know want know show art directing,263,0.014411266660136292,know think movie acting character
10.0,2024-01-24,peach significant role detail movie,62,-0.4472085897043904,movie
10.0,2024-01-23,Great storytelling One faves,37,-0.504623994724854,great one
10.0,2024-01-21,film genius deserved award received,64,-0.4426153573027533,film
10.0,2024-01-16,watch film ask titular parasite lowerclass family integrates upper class family lie deceit begin bite back discover something throw everything disarray Bringing theme class high society film thatll leave shocked unnerved,357,0.23029318953707914,family class film something society
8.0,2024-01-14,pretty good movie Though think little overrated story interesting chacters side rather onedimensional boring,156,-0.23132666682744757,interesting think good story movie
8.0,2024-01-12,filme surpreendeu pq fui esperando um grande filme que ganhou 4 Oscars e filme agradou como esperado achei filme ruim e sim foi que eu esperava esperava mesmo um grande filme e mensagens desse filme muito boa que que fez gostar deste filme final foi bom e que filme entrega comeo metade filme criei tanta esperana com esse filme que foi que fez da nota mxima,445,0.43239541520911073,filme que
8.0,2024-01-11,movie different way movie take complete turn take audience wild ride awe shock Great symbolism realism,159,-0.22443681822499195,take audience turn different movie
10.0,2024-01-11,Great movie great actor doubt weird end,48,-0.47936121651585,great end movie
9.0,2024-01-10,Une ppite corenne Un excellent moment pas pendant le visionnage Un film voir absolument que ce soit pour sa vision du problme de class sociales Le film est de fois assez visuel sans trop ltre ce qui le rend assez accessible Le film senchaine trs bien et ne se prcipite pa dans ce quil veut raconter,324,0.1545048549100673,de film que class
10.0,2024-01-09,Demands seen little advanced knowledge possible allow fully appreciate gradually Bong Joon Ho move plot farce something else,181,-0.17391126180698405,something bong seen plot
10.0,2024-01-05,Socialclass opener know social class prevalent society movie show unaware upper class Lower class struggle face irrelevant unless directly affect,240,-0.03841090595869015,class society know social movie
7.0,2024-01-04,Decent movie story good plot predictable odd scene felt unbelievable sure 99 got much praise movie soo mid,163,-0.2152503534217178,scene movie much plot good
10.0,2024-01-02,Parasite film every element serf specific purpose contributing status true artwork masterpiece Bong Joonhos directorial prowess outstanding performance cast make Parasite film transcends boundary genre leaving indelible mark world cinemaa true film masterpiece,351,0.21651349233216788,masterpiece film parasite world every
10.0,2024-01-01,Excellent clever bit different thoroughly enjoyable,64,-0.4426153573027533,different
10.0,2023-12-31,Amazing cast Thoroughly enjoyable powerful didnt quite get meaning behind ending still liked movie much,135,-0.27955560704463694,still didnt ending get much
10.0,2023-12-24,good lot hiddens beside,45,-0.4862510651183056,lot good
10.0,2023-12-21,one best movie decade hand rewatch infinite amount time,91,-0.38060671988065276,time best one movie
7.0,2023-12-20,film absolutely thrilling engaging contains element grip throughout entirety However think far better movie South Korea seen recently moment remember Past life might genre previously stated film mainly moment remember deserves equally acclaimed Despite lacking thrilling aspect time force u glued sofa expecting every upcoming moment movie rely romance interesting story subtly reveal concept rarely stumble upon movie series released day actor impeccably competent excellency cinematography unimaginable set display visually appealing area Asian continent area think Parasite must capitalized Gladly saved whole thing twist turn mainly one make 2h12 worth time,1026,1.766729427884683,thrilling think time movie film
9.0,2023-12-08,Saw theater came saw two day ago Excellent portrait rich poor always Korean cinema innate flaw humanity pitfall infinitely imperfect universe Sometimes morally superior position unoccupied given tool character assigned life morally superior position exceedingly difficult compute andor attain,429,0.3956495559960141,poor korean life rich character
7.0,2023-12-06,movie Parasite directed Bong Joonho released October 11 2019 movie started Lee Sunkyun Park Sodam Choi WooShink movie start poor family living home Seoul manage work rich family soon get enjoy rich life status boss leave movie take turn involves science may consider violent poor family rich family home poor family home get flooded Kim Kiwoo son poor family trying get family poorness want apreciated try everything get wealthier life SPOILER flood reach rock family thought worthless Kim Kiwoo knew value save rock get home Overall movie entertaining may confusing fro,899,1.4750591703807283,family get poor rich kim
10.0,2023-12-03,keep clinging Parasite remembered generation Every frame painting despite harrowing depiction damage classism shared struggle emerges simply put human Anyway fun stuff,235,-0.049893986962782855,keep every parasite
9.0,2023-11-22,Parasite dark satirical reflects society corruption class struggle film follow struggling family Kims climb fortune working wealthy family Parks Bong Joonho et al fastidious composition every frame consistent symbolism contrasting color grading leave doubt Parasite garnered 2020 Academy Awards Best Picture several nomination win film ending fresh unexpected never felt place subtlety carefully placed detail throughout film foreshadow ending twist gifted stone speculated bring wealth brought corruption misfortune bright red sauce splashed onto pizza foreshadowed fatal consequence scheme crafted line must never crossed except one character subconsciously produced perfect atmosphere foreboding implication something terrible come contrast darkness Kims downstairs world Parks airy bright naturally lit atmosphere force audience reflect interpretation class watch ending character wonder got deserved feel force u confront value many led feeling discomfort film odd constant artificial lighting dark grading downstairs world remind u Kims goal worm way search light Joonhos morally gray character climb stair driveway reflect inherent societal desire wealth strive achieve Joonho us separate upstairs downstairs world supplement film message rather become premise allows fresher freer interpretation class struggle rather recycling past example familiar piece symbolism class struggle character journey climbing becomes another one film several subtlety ESHS Film Club Yumna Khan Jonah Gardiner Stevon Sonia C,2126,4.293007248785078,film character class world ending
9.0,2023-11-22,Excellent really deserves Oskar,40,-0.4977341461223983,really
8.0,2023-11-21,scene flood sufficient movie one favorite movie time,104,-0.35075070927001173,scene favorite movie time one
8.0,2023-11-05,Parasita um filme que brinca com pblico ao construir um enredo bem desenhado e dinmico e surpreende telespectador com resultado da aes do personagens Super indico,178,-0.1808011104094397,filme que
10.0,2023-11-02,100 tomato profound abyss mankind best film 2019,75,-0.4173525790937494,best film
10.0,2023-11-02,opinion great movie need keep entertained gripping original story interesting wellrounded character develop course movie thoughtprovoking stay long youve watched Parasite delivers point spade,289,0.07412328788141835,need original keep watched interesting
10.0,2023-11-02,film deserves five star review firstly criticizes social inequality secondly impeccable cinematic way,151,-0.24280974783154027,social way film
10.0,2023-10-29,Amazing movie Genius well made Tells great story wan na rewatch,74,-0.4196491952945679,made amazing well great story
9.0,2023-10-29,kid lesson today family member asks help invade someone life leech success eventually get killed deranged old man say would ?,213,-0.10041954338079075,say would life get family
10.0,2023-10-22,Sadique palpitant thrillant parfait Du dbut la fin ce film est un chefdoeuvre,88,-0.3874965684831084,la film
10.0,2023-10-08,Masterfully directed tone distinct special acting superb Human charming tense,108,-0.34156424446673755,acting
5.0,2023-10-08,enjoy first part plot went weird didnt like really dont know get 90 score,124,-0.3048183852536409,didnt know get first dont
10.0,2023-10-02,best movie time eye cinematography astounding need watch appreciate fully brilliance there alot may miss first viewing,195,-0.1417586349955245,need cinematography first watch time
10.0,2023-10-02,Amazing visual art story lighting camera walk everything perfect show line top bottom people every way movie,141,-0.2657759098397257,perfect every people amazing way
10.0,2023-09-25,studied movie ap english class truly masterpiece time,75,-0.4173525790937494,truly masterpiece class time movie
10.0,2023-09-23,Quelle twist le film est incroyable du dbut jusqu la fin un sans faute,74,-0.4196491952945679,la twist film
10.0,2023-09-19,cinematic genius masterpiece Director Bong show people upper lower class become parasite society,130,-0.2910386880487296,society people bong masterpiece class
9.0,2023-09-18,Peliculon Sper recomendable,30,-0.5207003081305838,
10.0,2023-09-11,Rorschach test sort discerns place class spectrum clever slick thoughtprovoking piece,124,-0.3048183852536409,class
10.0,2023-09-09,someone tell dont like Korean movie show movie fact say legendary movie among Korean movie Ive seen movie good four Oscars,217,-0.09123307857751659,movie korean say ive seen
9.0,2023-09-09,,87,-0.3897931846839269,
5.0,2023-09-08,first review rotten tomato lol wasnt really enjoining film Im really sensitive person dont like film people lye whole film circulated false come truth end really like film leaded understand truth cant reach inability find job part western world founded beginning film hey cant find job survive ? came understanding another world South Korea Also dont like open ending Im writing,633,0.8641592609629964,film really like find im
10.0,2023-09-03,Fantastic movie Felt perfect film,53,-0.4678781355117573,perfect film movie
6.0,2023-09-02,Parasite wild perhaps wild film Ive ever seen story compelling really two three story film also really imaginative However time enjoyable Even like genre film fall,275,0.04197066106995878,really film story also ever
8.0,2023-09-02,Great movie assure parasite include mind virus plague west,97,-0.36682702267574147,great parasite movie
8.0,2023-09-02,Parasite stunning film completely fails disappoint positive expectation Solid 810,102,-0.3553439416716488,parasite film
9.0,2023-08-30,Parasite definitely must see film 2019 often regarded Bong Joonhos influential masterpiece blackcomedy also directed acclaimed film Snowpiercer Okja Memories Murder Host first Korean film win Academy Award Best Picture plot center unemployed destitute Kim clan pretend highlyqualified individual infiltrating wealthy Park family,451,0.44617511241402197,film kim must picture also
10.0,2023-08-28,Un chef doeuvre qui prit du temp murir en moi mais vraiment aujourdhui je ne peux mempcher de le comparer tous le autres film qui semblent tre de la mme veine,179,-0.17850449420862113,de la film
10.0,2023-08-23,Genuinely amazing story deep economic meaning yet scary disturbing,77,-0.4127593466921123,amazing story
10.0,2023-08-18,Incredibly smart detailed screenwriting direction build ride keep getting higher higher eventually start drop chilling thrill delivers expected Well crafted climax feel pretty insane dramatic still know humourous cinematography music fantastic highlight storytelling well cast brilliant convincing part whole act editing clever engaging use timing slow motion dramatizes scene perfect script flawless set compliment narrative create great contrast two family flooding scene looked pretty good including explosive toilet Theres seemingly scene feel place Nothing movie went waste masterpiece,874,1.4176437653602647,scene feel well start brilliant
10.0,2023-08-17,One alltime favorite first movie paid see second time,74,-0.4196491952945679,favorite see first time one
10.0,2023-08-15,wellwritten movie funny dramatic script couldnt take eye away,84,-0.3966830332863825,take movie
10.0,2023-08-08,Ive never seen movie like Awesome,42,-0.49314091372076124,never ive seen like movie
10.0,2023-08-07,truly perfect film Great theme social class also entertaining throughout,97,-0.36682702267574147,truly perfect also social class
10.0,2023-08-02,movie good holy never seen anything like good got lot soul performance amazing shot extreordinary pacing nearing perfection dont know else say amazed Wow Big ups,246,-0.024631208753778902,good lot never say know
6.0,2023-08-01,movie worthy 99The story okay wasnt ground breaking like plot kind predictable hell original plot movie soo mid,188,-0.15783494840125428,plot original movie like story
10.0,2023-07-30,Best film decade,24,-0.534480005335495,best film
10.0,2023-07-30,move masterpiece,29,-0.5229969243314022,masterpiece
9.0,2023-07-26,disagree film premise find hilarious affecting would nice modern audience could understand achievable everything u v,211,-0.10501277578242783,audience find would film
10.0,2023-07-26,One first realserious film Hollywood watched one movie always come mind someone asks 10 top movie ? even bother reading review watch see,230,-0.06137706796687556,one come watched see even
10.0,2023-07-20,One unique thrilling suspenseful bonechilling edgeofyourseat movie decade time,129,-0.2933353042495482,thrilling time one movie
7.0,2023-07-15,love liked much,42,-0.49314091372076124,love much
10.0,2023-06-28,One Best Films Time,34,-0.5115138433273095,time best one
6.0,2023-06-27,liked didnt love thought story interesting exciting fun watch family work together wasnt favorite best picture imo,184,-0.16702141320452843,love favorite work picture interesting
8.0,2023-06-26,fresh original story move along steady wellbalanced pace couple surprise along way,127,-0.29792853665118524,original way story
7.0,2023-06-17,good movie make present complex relationship simplified limited set environment intimacy proceeding augments comedic aspect well acting efficient effective one drawback two dimensional character presented absolute version rich poor word youre either side side say people act think way seems convenient predict character reaction warmth sympathy family personal connection everyone disposable blind one another pursue self interest without ethic morality Either hustler gullible However black comedy work throughout movie movie must thought considering layer like Matryoshka Dolls Class interaction causing intraclass dichotomy violence harsh movie character watched pick something new new idea film viewing Exactly effect thinking movie audience,1235,2.246722213855758,character movie one audience something
10.0,2023-06-17,One best movie ever perfect much need perfect plot acting character shot directing everything truly enjoyable unforgettable experience film everyone definitely watch,248,-0.02003797635214182,perfect need experience truly ever
8.0,2023-06-16,great original story solid acting shocking twist turn make Parasite highly entertaining movie Easily weaving theme class inequality Parasite make thoughtprovoking drama still interesting watch,245,-0.026927824954597442,make parasite original turn still
9.0,2023-06-15,absolutely fantastic film great unique original story held back perfection wanted family continue get away getting away,193,-0.14635186739716158,original get family great story
9.0,2023-06-15,clever original story intertwines drama comedy thriller element brilliantly along heavy dose social commentary,135,-0.27955560704463694,original comedy social story
7.0,2023-06-10,Interesant pana accelereaza tamp spre final,43,-0.4908442975199427,
10.0,2023-06-09,Amazing movie stay mind longer time,60,-0.4518018221060275,amazing time movie
10.0,2023-06-08,kept getting better better,34,-0.5115138433273095,better
10.0,2023-06-07,Best Korean movie time,30,-0.5207003081305838,korean time best movie
10.0,2023-06-07,first half film darkly humorous family living basement lying framing driver housekeeper effort work rich saw first half thought supposed comedy see rich people go camping Jin family actually live mansion eat drink completely consider rich make uncomfortable see greed want make money Thats normal enjoy life utter hypocrisy greed Seeing heavy rain thought host family would come back good part movie return old butler turning point film scene leading basement moment longer comedy became conspiracy bigger lie fight life thought Jin family parasitic rich family think old housekeeper husband bigger parasite watching movie always wonder would done living basement working rich man definitely work hard make money change better house job find better job people plan Jin family although smart also good work lazy make progress plan seek change status quo would rather parasite feel inferior change status quo lesson film satisfied life must find way improve quality life,1638,3.17225854278563,family rich life make work
6.0,2023-05-31,entertaining mindblowingly good many western critic indicated Part confusion caused western critic seem evaluating plot shock value based Europeanwestern 3act structure instead 4act Asian structure movie plot follows latter consistent timing expected twist turn structure accounting 4act structure plot shocking surprising western critic seem think Instead take expected twist turn expected order reduces shock value Still entertaining way pas hour,654,0.9123882011801857,plot turn twist take still
10.0,2023-05-24,Parasite unique funny relentless nerve racking deeply earnest juxtaposing theme visual staging unveils climax leave audience shocked thrilled,182,-0.17161464560616552,audience parasite
1.0,2023-05-19,Hard watch Seems glorifying class warfare good,61,-0.449505205905209,class watch good
10.0,2023-05-09,GG Bong JoonHo please direct life,38,-0.5023273785240354,joonho life bong
9.0,2023-05-09,Bit dark taste deserving best picture oscar great movie around must see good,113,-0.3300811634626448,oscar must dark picture see
10.0,2023-05-07,Hilarious genius heartbreaking,33,-0.5138104595281281,
10.0,2023-05-01,movie absolutly masterpiece,35,-0.509217227126491,masterpiece movie
10.0,2023-04-26,One word Wonderful,20,-0.5436664701387691,one
10.0,2023-04-22,One best movie Ive ever seen miss one,64,-0.4426153573027533,one ever ive seen best
6.0,2023-04-14,Good overrated Didnt deserve best picture Jo Jo Rabbit better,73,-0.42194581149538646,better picture didnt good best
5.0,2023-04-10,Well Oscar nominated mean sht average want scream Dont pay money watch say,145,-0.25658944503645154,oscar say well dont watch
8.0,2023-04-02,Trump brought Im reading subtitle regret watching well deserved Oscar worthy,113,-0.3300811634626448,im oscar watching well
7.0,2023-03-31,good know like sure feel simbolic something say incredible thing dont dig dont know explain,201,-0.12797893779061323,know dont something feel incredible
7.0,2023-03-31,Overrated operative word year gave u Upon Time Hollywood 1917 JoJo Rabbit believe far stronger accomplishment Regardless good film time good there nothing merit hoopla foreign film esoteric darling year Hollywood cultural mentality cultural mentality Parasite isnt worth vaccinating overactive accolade bit pestilential,497,0.5518194576516748,year time good film parasite
10.0,2023-03-27,Awesome good guy bad guy Everyone equally Parasite equally Host Quite brilliant nearly every level story humor thriller element acting cinematic craft didnt expect like movie yet finished exclaimed might best movie Ive ever seen go type expectation avoid knowing much beforehand great movie one favorite,453,0.45076834481565903,movie humor favorite go brilliant
9.0,2023-03-22,intense movie almost like 2 genre one,59,-0.45409843830684604,like one movie
2.0,2023-03-20,Best picture ? Good grief Bleh,31,-0.5184036919297652,picture good best
10.0,2023-03-14,Hands one top 5 movie time,47,-0.4816578327166685,time one movie
7.0,2023-03-12,Cathartic Totally recommend,32,-0.5161070757289467,
10.0,2023-03-12,world cgi superhero rubbish stand one best film modern cinema,94,-0.37371687127819714,world best one film
10.0,2023-03-05,creation able make unforgettable imprint need changing world production fully achieved purpose precise acting cast movie imposingly justifies desperation neglected well written story imaginativeness highest quality Excellent visual effect use colour tone portray decaying society core Excellent design character capturing many trait personality Theres alot gather movie whats truly interesting viewer turn decide real parasite society,620,0.8343032503523554,society need truly turn world
9.0,2023-02-26,youre one spectator problem reading subtitle youd find well acted crafted edited movie surprise twist worth academy award,187,-0.1601315646020728,find twist well one movie
6.0,2023-02-18,OK interesting whole movie waiting something happen,85,-0.394386417085564,something interesting movie
9.0,2023-02-17,thought movie fantastic human story class tragedy horror,78,-0.4104627304912938,class story movie
10.0,2023-02-15,masterpiece filmmaking Parasite thrill ride never revealing truly going bitter pulsepounding end,132,-0.28644545564709256,never truly end masterpiece parasite
10.0,2023-02-13,Probably going classic,32,-0.5161070757289467,
10.0,2023-02-07,cant even explain,20,-0.5436664701387691,even
10.0,2023-02-04,Loved every aspect movie appreciate story wellwritten solid premise tell lot work went making film acting cinematography excellent Contains many lovely symbolism touch issue wealth inequality much movie enjoy,354,0.2234033409346235,lot work many every cinematography
10.0,2023-01-31,Great film story amazing shot Also one best ending Ive ever seen,86,-0.39208980088474543,also ending ever ive amazing
10.0,2023-01-14,Watched theater great start end,48,-0.47936121651585,start watched end great
9.0,2023-01-13,amazing movie twist well laid,45,-0.4862510651183056,twist amazing well movie
9.0,2022-12-24,first viewed Parasite thought wildly overrated upon second viewing absorb storyline much better Maybe better frame mine Parasite join top 10 movie 21st century along Children Men Two Towers Judas Black Messiah Top Gun Maverick Casino Royale Incredibles Carol Get Dont Look Soul moved number 11,426,0.3887597073935585,better parasite get first much
10.0,2022-11-27,director film know addition addressing social issue manages create really important character ingenious simply amazing plot leaf viewer suffocated involved story film perfect opinion,292,0.08101313648387398,film perfect know social amazing
10.0,2022-11-27,best movie ever made especially internationally best acting ever ensemble Plus best directing Joonho Bong Also best movie screenplay ever written well best editing ever done movie best production design ever made movie,288,0.07182667168059981,ever best made movie joonho
10.0,2022-11-14,brilliant mix genre Parasite manages touch surprise frighten chuckle flawless acting immaculate cinematography deeply enthralling story honor audience proving Bong Joonhos masterful command art filmmaking,260,0.007521418057680669,audience brilliant cinematography acting bong
10.0,2022-11-13,one favorite movie Im often hard impress Today watched movie idea expect twisted hilarious masterpiece cinema heart beating edge seat entire movie Anyone who movie geek like watch,300,0.0993860660904223,movie im favorite watched masterpiece
4.0,2022-10-28,tedious mediocrity called masterpiece Parasite one movie go expecting walk red carpet experience especially Critic Apprentice like none sort happened snack provided begrudgingly hark 20 popcorn Surely couldnt get worse light went dim projector starting whirling stared pure baffling awe movie wasnt even English seriously would left grave technical error final product squint read tiny text bottom surely damped mood movie made hate rich people insensitive using fruit labor live everyday life find Ironic top critic shower movie praise money hungry worm upsetting,903,1.4842456351840023,movie experience find go made
10.0,2022-10-22,breathtaking different film South Korean cinema class gap,81,-0.40357288188883816,different korean class film
9.0,2022-10-18,La trama e interesante muy disfrutable la escenografa perfecta buenas fotografas actuacin excelente Aunque el final se siente un poco sobre expuesto apresurado,171,-0.19687742381516946,la
10.0,2022-10-11,Director Bong Joon Ho always preoccupied socioeconomic disparity take entirely different level Parasite impoverished Kim family cleverly insert wealthy Park family life family spiral control resulting unimaginable chaos horror Parasite film truly unlike ingeniously plotted nightmare work art film entertainment mass Bong Joon Ho master visuals frame block every shot meticulously Humor perfectly balanced suspense remaining faithful theme Parasite one best film 21st century best,696,1.0088460816145646,family parasite bong film best
10.0,2022-09-23,Tenso e intrigante filme surpreendeu super recomendo,59,-0.45409843830684604,filme
10.0,2022-09-20,Um do melhores filmes de todos o tempo,42,-0.49314091372076124,de
10.0,2022-09-12,One original movie Ive seen long time Oscar well deserved,84,-0.3966830332863825,original oscar ive well seen
7.0,2022-09-10,movie entertaining kept engaged beginning end favorite Bong Joohho film opinion best date still fault seems bit preachy time still really likedenjoyed movie,249,-0.01774136015132328,still favorite end movie bong
9.0,2022-09-06,good absolutely incredible movie us symbolism well good storytelling visuals,122,-0.30941161765527797,good incredible well movie
5.0,2022-09-05,Among movie running Oscars 2020 interesting achievement Korean director Bong JoonHu special quality originality marked overestimation given lay audience modern critic Please note writer line one expert Korean film ever interested one hand Bong JoonHu became international creator excellent Snowpiercer 2013 criterion line fact film first indisputably interesting watch drinkable extraordinarily driven placed comedy drama thriller intelligently refusing classify well engaging deeper understanding social problem avoiding take side either two family portrayed film two end social ladder cleverly made culmination interesting possible undoubtedly awarded Oscars except acting reason also reason emphasize overoriginality story ie screenplay critic seem forgotten masterpiece 1964 French director screenwriter Rene Clements Joy House aka Cage Love Alain Delon Jane Fonda main thrust JoonHus film taken title motif plot love affair transferred social sphere course modern today case somewhat hypocritical give simultaneous deeper analysis sake mere viewability commercial reason Also addition many banality used plot communicating Morse Code presented film could also include science fiction genre Since Hollywood bothered originality remember contribution directing 2015 awardwinning plagiarism Revenant reason repeat situation year,2126,4.293007248785078,interesting also film social love
9.0,2022-09-02,shocking see many korean actor korean film course wheres diversity ? film good interesting social commentary find little absurd place ending wasnt,222,-0.07974999757342388,korean film find interesting many
9.0,2022-09-01,tense somewhat unsettling film thrilling claustrophobic time certainly multilayered plot build slowly wouldnt want say anymore provide potential spoiler clear start whats going happen film thats likely enjoyed dont many preconception certainly quite memorable film wouldnt say thought provoking film Ive ever seen mean pretty thoughtful term general societal theme covered would certainly recommend keen world cinema like watch film keep guessing,670,0.9491340603932824,film say thats start thrilling
10.0,2022-08-28,Der Film ist eine Mischung von Schauspiel Thriller Gleichnis Posse Karikatur und Komdie Und spielt da soziale Ungleichgewicht SdKorea und sogleich der Welt Bong Joonho schrieb da Drehbuch mit Han Jinwon und sogleich fhrte auch Bong Joonho die Regie Der Film ist perfekt inszeniert er ist mit sprbarer Liebe ausgestattet und mit Knnen gestaltet Selbst die Filmmusik ist mit Modernen und Klassischen Elementen bestckt Fr mich ist der Film mit seinen Darstellern aller Hinsicht Perfekt und de Lobes wrdig ein Genuss fr die Augen und fr die Ohren,582,0.7470318347212508,joonho bong film de
9.0,2022-08-24,Brilliant satirethriller great character story However underwhelming climax wasnt delivered good slick rest film,152,-0.24051313163072174,brilliant character great good story
5.0,2022-08-20,Parasite isnt good people say Spoilers ahead Bong Joonhos career potential thats movie good enough plot draw became predictable soon realized predictability became quite boring dont even get started twist always something shady maid mostly knew bit everyone else besides knew wasnt maid basement movie biggest plot hole think thats wealthy South Korean bought house wouldnt one first concern ? film twist MunKwang mention exactly said even mentioning creditor go say Maybe Mr Namgoong felt embarrassed building room didnt mention Parks sold house conclusion strike lazy major concern people film message conveys conveys rich people perfect life life innocence gullibility Rich people arent innocent appear seen majority rich people gullibility result believing everything Kim Family tell Yes said take anyone get recommended friend talking interviewing perhaps asking paper believing People rich often feel dont money world need money live happy life seems absurd think way always tendency someone exaggerate recommending someone another person would impossible truly know person even interview exaggerating interviewed may past job offer great school degree would trust someone recommended ? truly disgusting convey poor people whatever take survive even drive murder isnt solution problem Regardless whether seen lens foreign country economics shouldnt portrayed ending really rub wrong way straight killing spree motif character place far worst ending coming behind Spiral shock value,2458,5.0554838274568334,people rich even life house
8.0,2022-08-16,Filme legal pra caralho gostei de como famlia conseguiu o empregos com famlia rica e gostei mini plot twist final filme achei ruim garota de morrido com uma facada e garoto ter ficado vivo por causa da pedrada na cabea ma acho que garota era para ficar viva filme Mas de resto eu recomendo muito esse filme vale pena assistir ma sei se merecia Oscar,403,0.335937534774732,filme de que oscar twist
10.0,2022-08-15,dont want say anything else beside go watch movie ASAP,69,-0.43113227629866063,go say dont watch movie
10.0,2022-08-14,One best movie Ive ever seen,38,-0.5023273785240354,ever ive seen best one
