rating,date,review
5.0,"Jun 24, 2024",Parasite is a visual masterpiece.
2.5,"Jun 20, 2024","For me this movie did not live up to the hype. How were the Parks, the rich upperclass family, responsible for any of the madness that ensues when they come into contact with despicable Kims? The critics think that this film brilliantly explores the nuances between opposite social classes. I think it was all just rather vapid and pointless."
3.0,"Jun 18, 2024","Glad to see a foreign film get nominated and win (even though they have their own category). I’m fairly familiar with Korean drama, but for the virgin Kdrama viewer this may have seemed cheesy. I enjoyed the film, aside from that slight cheesiness that is common in Korean film/television. It was darker that typical Korean fare, and the ending was bizarre. This wouldn’t have been my pick for best picture. Too many other great choices this year."
5.0,"Jun 16, 2024",9.1/10 That's it. That's my entire review.
2.0,"Jun 5, 2024","Even though I like to watch Korean movies, there's a few I like a lot, with this one I didn't clicked at all. It seemed like I've seen it all before. OK, I get the point but its nothing close to groundbreaking and certainly not worth of all the praise it got."
4.5,"Jun 4, 2024",just Awesome. The plot the characters the theme. Its uniqueness
5.0,"Jun 4, 2024","Great film, would describe as a dramatic psychological thriller. The characters and character dynamics really shine in this film and you end up feeling for both families."
4.5,"May 29, 2024",Wonderful and interesting
4.5,"May 28, 2024","It was a bit strange, but despite this was very interesting, pretty uncomfortable and inspiration giving. Also I am not a fan of Korean movies, I may have misunderstood some ideas, don't know."
0.5,"May 23, 2024","Not dubbed, never going to officially be dubbed. I stopped watching subbed media a long time ago, I dont want to miss any detail in the background or expression on a face. For that reason, the director's choice, the film is unwatchable."
4.5,"May 22, 2024","Perfection in narrative, performance, and direction— Parasite will eat you alive."
5.0,"May 18, 2024","I started watching thinking it would be boring, but it surprised me! Great movie! In the end, I applauded by myself."
5.0,"May 13, 2024",Complex ideas crafted to perfection!
2.5,"May 5, 2024","I understand the movie refers to the social gap. I really do. But for someone who's already aware of this, the plot makes much ado about nothing? Sure there's a little suspense with the basement, but that's about it. I truly did not see the hype on this movie, as a movie buff as well. I watched it in all subtitles, but I don't think that's what killed the experience for me. The plot felt, nonsensical, or rather, inconsequential. The script didn't have any standouts. The character relationships or other character tropes weren't anything special. The only interesting point was seeing how rich people, aren't really aware of their riches, or how other people might look at them / strive to be like them. Is that truly indicative of a bigger scale or just a piece of these characters, who knows."
5.0,"Apr 30, 2024",Outstanding. The pinnacle of dark humour with a few philosophical moments. A must-see.
5.0,"Apr 23, 2024","Filme tocante, com várias críticas sociais, mostrando como o capitalismo esmaga as pessoas que não conseguem ter renda alta, e que por suas necessidades acabam cometendo infrações. Vale a pena demais assistir a esse longa, indispensável nos dias atuais."
5.0,"Apr 22, 2024","Parasita é um clássico instantâneo, o melhor filme do século 21 e um dos melhores de todos os tempos!"
5.0,"Apr 21, 2024","Bong's masterful writing and direction is evident in this magnum opus clashing entertainment, intrigue, thrill, criticism in our society, and leaving you emotionally hollowed."
4.0,"Apr 20, 2024","Didn't expect it to have this kind of plot, but still a good movie"
4.5,"Apr 16, 2024","""Parasite"" stands as a cinematic tour de force, a searing indictment of the socioeconomic disparities entrenched within Korean society. Director Bong Joon-ho masterfully crafts a narrative that pulsates with tension, expertly weaving together themes of class struggle and human desperation. The film's chaotic energy is palpable from start to finish, ensnaring viewers in its gripping tale of deceit and survival. At its core, ""Parasite"" presents a scathing critique of the cavernous divide between the haves and the have-nots, as the destitute Kim family infiltrates the affluent Park household through a web of deception. Each twist and turn in the plot serves to intensify the film's relentless momentum, leaving audiences on the edge of their seats as they grapple with the moral ambiguities laid bare before them. What truly sets ""Parasite"" apart is its ability to provoke introspection long after the credits have rolled. The film's rich tapestry of characters and layered narrative demand multiple viewings, each unveiling new depths to explore and dissect. Bong Joon-ho's directorial prowess shines brightly, infusing every frame with a sense of urgency and unease that lingers in the mind. In the end, ""Parasite"" transcends the confines of its genre, emerging as a profound meditation on the human condition and the corrosive effects of inequality. It is a cinematic experience that demands to be rewatched, its impact only deepening with each subsequent viewing. In a landscape inundated with mediocrity, ""Parasite"" stands as a beacon of artistic excellence—a film that will undoubtedly leave an indelible mark on cinema for years to come."
3.5,"Apr 14, 2024","pretty good movie, not my kind of thing but i still liked it"
5.0,"Apr 12, 2024",I love everything about this movie. Definitely my number 1 favorite film of all time.
2.5,"Apr 11, 2024","Mid. This movie has bland characters that are just archetypes for the story which in itself is quite basic, tragically. I'm certain that if this movie was made in the US, the acclaim would have been lower than it is now. There are better classism stories out there, this ain't it."
5.0,"Apr 8, 2024","This is a heavy story, with conflicting people all over the spectrum of the society. It's a hard mirror for us to look, and an amazing movie."
5.0,"Apr 6, 2024","I watched this with my son Beebert. He was traumatized and did not understand anything because I had it in Korean because I know Korean but he doesn't and has to learn. Beebert was not enthused by the amount of social commentary in this movie, and left to go watch Wild Kratts. That does not matter, I am the only one that matters."
5.0,"Apr 6, 2024",One of the best films I've seen in my life.
5.0,"Apr 5, 2024","A masterfully crafted film that expertly blends genres, seamlessly transitioning between comedy, drama, and thriller elements. Bong Joon Ho's direction is superb, as he skilfully builds tension and suspense while also infusing the narrative with biting social commentary."
4.0,"Apr 5, 2024",I love it when movies are this original and fun to watch! It came apart a little bit in the end though.
4.5,"Mar 31, 2024","The consagration for a great filmmaker, getting the worldwide recognition he deserved after a series of magnificent work; even taking home 4 Oscars for himself with this, one of the greatest non-english language movies of the 21st Century, if not of all-time."
1.5,"Mar 30, 2024","Super boring, I wasn't even paying attention until the ending and every part of the movie was very clear to me, so simple and a boring dialogues"
4.0,"Mar 29, 2024","An immaculately crafted and riveting tale of class divide told with an interesting story, strong performances, and beautiful cinematography."
5.0,"Mar 26, 2024","It's the best movie, It shows how the class gap can bring a person to the border of madness and how much our words can affect the life of others"
3.0,"Mar 24, 2024","The first 80 minutes is a boring drawn out predictable track of over explaining the rational to fire everyone. The metaphors are ham fisted. These movies about people being people start to suck after awhile when you deal with people being people 5 days a week. It's a social satire great, it's not saying anything that hasn't already got me down in the past."
5.0,"Mar 20, 2024","There's nothing about <i>Parasite</i> that hasn't already been said, it truly is an amazing piece of work and deserves all the praise it gets. Plenty of other films have expressed the same social criticisms, but it's the exploration of human desperation with extreme authenticity and realism that is so haunting. It's disturbing, yet brilliant, and is what really makes <i>Parasite</i> standout, it exposes the inequalities between social classes, and how it brings out the worst in everyone."
4.0,"Mar 16, 2024",Inesperado. Diferente. Filme surpreendente.
1.0,"Mar 10, 2024",Pretentious weebs like to overstate how good it is.
4.5,"Mar 9, 2024","It begins with a family of four from the lower class in Korean society: a father, mother, eldest son, and younger sister. Both parents are unemployed, and the children did not continue their education. They all lived in a basement room, but then suddenly it was like heaven had given a big blessing to this family. When the eldest brother's friend has to study abroad, So he entrusted him to teach English to a rich man's daughter. However, this apparent stroke of luck eventually leads to unforeseen disaster. And this is the first movie in 92 years of the Oscars to be the winner of this award. It is a non-English-language film. It's undeniable this movie is famous and popularity because of the outstanding cinematography and unforgettable characters. First of all, I will talk about the best scenes that impressed and fascinated me while watching this movie. The scene of walking down the stairs to return to the Mouse Hole home while it rains occurs after the Parasitic family has to escape from the paradise they have only recently enjoyed. The Kim family ran home to save as much of their belongings as possible. After watching that scene made me feel like it reflects society that rich people are at a high point and can take the heart of a crisis, but poor people must overcome their own obstacles. Then, during the conversation with the lady during a phone call, she talked about something that made Kim Ki Taek stop. This is another scene that makes me feel that no matter what class or society you belong to, you will be criticized, looked down on, oppressed, and cynical by someone higher than you anyway. While all the actors in the film deserve praise for their performances, Kim Ki Taek's character, portrayed by Song Kang Ho stands out of the narrative. I really love him because, he is the main characters that makes the story fun, hilarious, tense, and thrilling at the same time. He made the story colorful and not too stressful. I agree that some characters may detract from the main plot. Therefore, time doesn't seem fluid and it takes time to watch it several times to understand that point. Transitioning to the architectural symbolism employed by the creator. The stark class divide is clearly expressed in the design of the Park family's home It has a raised entrance and clearly delineated glass edges. This suggests that the production is highlighting socio-economic differences. To reinforce the main issue of inequality. Moving on to the movie's overall impact, I enjoyed with many emotions and perspectives, but the things that make this movie win so many awards and praise are the analysis and solving of each case and the clear satire of life. If anyone likes this kind of movie, it's certainly one worth watching."
5.0,"Mar 7, 2024","Una obra maestra. Cinco estrellas totales. Una película sensacional, bastante argentina en varios aspectos."
4.5,"Mar 3, 2024","The gold standard of what every ""eat the rich"" satire wants to be"
5.0,"Feb 25, 2024","This movie was the best i ever wathced in my life, from story telling to camera shots. Just one thing, the movie ending would be more intresting if the son from poor family when he got hit by the rock, developed some pshihological problems and top that there was kinda lack of conflic bethen poor family dauther and his ""studient"""
4.0,"Feb 24, 2024",Very deep and refreshingly original. Loved it.
5.0,"Feb 23, 2024",I ABSOLUTOOTLY LOVE IT
5.0,"Feb 23, 2024",Melhor filme que já foi feito já história da humanidade! Até os dias de hoje.
3.5,"Feb 17, 2024","Although vastly overrated, 기생충 starts with a very creative idea, supported by lovable performances. Unfortunately, it soon falls apart due to the Korean adagium that some super unrealistic thing absolutely MUST happen to keep a movie from being boring, and as soon as the film takes that turn, there's really nowhere for it to go but an uninspired conclusion."
4.5,"Jan 30, 2024","The acting in this movie is acceptable and we accept all the characters, but in terms of structure, narrative, mise-en-scène and framing, this movie is very good. I think the director knows what he wants and knows how to show it, and this is the art of directing."
5.0,"Jan 24, 2024",The peaches had a significant role in the details of the movie
5.0,"Jan 23, 2024",Great storytelling! One of my faves..
5.0,"Jan 21, 2024",This film was genius and it deserved all the awards it received.
5.0,"Jan 16, 2024","After you watch this film, ask yourself who the titular parasite is! As a lower-class family integrates themselves with an upper class family, the lies and deceit begin to bite them back as they discover something that throws everything into disarray. Bringing up themes of class and high society, this is a film that'll leave you shocked and very unnerved!"
4.0,"Jan 14, 2024","A pretty good movie. Though I think it's a little overrated. The story is interesting, the chacters on the other side are rather one-dimensional and boring."
4.0,"Jan 12, 2024","O filme me surpreendeu pq fui esperando um grande filme que ganhou 4 Oscars, e o filme não me agradou como o esperado. Não achei o filme ruim e sim não foi o que eu esperava, esperava mesmo um grande filme e as mensagens desse filme são muito boa, que são o que me fez gostar deste filme. O final não foi tão bom e o que o filme entrega no começo a metade do filme, criei tanta esperança com esse filme que foi o que me fez não da a nota máxima."
4.0,"Jan 11, 2024",This movie is different in its own way. The movie takes a complete turn and takes the audience for a wild ride of awes and shocks. Great symbolism and realism.
5.0,"Jan 11, 2024","Great movie, great actors no doubt, a weird end."
4.5,"Jan 10, 2024","Une pépite coréenne. Un excellent moment passé pendant le visionnage. Un film à voir, absolument, que ce soit pour sa vision du problème des classes sociales. Le film est des fois assez visuel sans trop l'être, ce qui le rend assez accessible. Le film s'enchaine très bien et ne se précipite pas dans ce qu'il veut raconter."
5.0,"Jan 9, 2024",Demands to be seen with as little advanced knowledge as possible because this will allow you fully appreciate how gradually Bong Joon Ho moves the plot from farce to something else.
5.0,"Jan 5, 2024",Social-class opener! We All know that social class is prevalent in society but this movie shows how unaware the upper class is to the Lower classes and the struggles they face or how irrelevant it is to them unless it directly affects them.
3.5,"Jan 4, 2024",Decent movie the story was good but the plot was predictable. some odd scenes that felt unbelievable. not sure why its a 99 or got so much praise. movie is soo mid
5.0,"Jan 2, 2024","""Parasite"" is a film where every element serves a specific purpose, contributing to its status as a true artwork and masterpiece. Bong Joon-ho's directorial prowess, and outstanding performances from the cast, make ""Parasite"" a film that transcends the boundaries of its genre, leaving an indelible mark on the world of cinema—a true film masterpiece."
5.0,"Jan 1, 2024","Excellent, very clever, a bit different and thoroughly enjoyable"
5.0,"Dec 31, 2023",Amazing cast. Thoroughly enjoyable and powerful. I didn't quite get the meaning behind the ending but still liked this movie very much.
5.0,"Dec 24, 2023","So good, there are a lot of hiddens beside it"
5.0,"Dec 21, 2023",one of the best movies of this decade. hands down. will rewatch an infinite amount of times
3.5,"Dec 20, 2023","This film is absolutely thrilling, engaging, and contains elements that will grip you throughout its entirety. However, I think there are far better movies from South Korea that I myself have seen recently such as ""A moment to remember,"" & ""Past lives."" They might not be of the same genre, but the previously stated films, mainly ""A moment to remember,"" deserves to be equally acclaimed of not more. Despite lacking thrilling aspects, which most of the time is what forces us to be glued on our sofa expecting every upcoming moments, these movies rely on romance, interesting stories, and subtly reveal concepts that we rarely stumble upon on most movies and series being released these days. The actors are impeccably competent, the excellency of the cinematography is unimaginable, and the sets display visually appealing areas of the Asian continent. This is an area that I think ""Parasite"" must have capitalized on. Gladly, they saved the whole thing with twists and turns, mainly one that makes the 2h12 worth your time."
4.5,"Dec 8, 2023","Saw this in the theater when it came out and then saw it again two days ago. Excellent portrait of rich and poor and, as always with Korean cinema, the innate flaws of humanity and pitfalls of an infinitely imperfect universe. Sometimes the morally superior position is unoccupied because, given the tools the characters have been assigned in life, the morally superior position is exceedingly difficult to compute and/or attain."
3.5,"Dec 6, 2023","The movie Parasite directed by Bong Joon-ho was released on October 11, 2019. This movie started Lee Sun-kyun, Park So-dam, and Choi Woo-Shink. The movie starts off with a poor family living in a home in Seoul. They manage to work for a rich family and soon get to enjoy the rich life status once their bosses leave. The movie takes a turn and involves science that some may consider violent. As the poor family is at the rich families home, the poor families home gets flooded. Kim Ki-woo, the son of the poor family is trying to get his family out of their poorness and just wants to be apreciated by them so he tries everything he can to get them a wealthier life. SPOILER: During the flood he reaches for the rock which his family thought was worthless while Kim Ki-woo knew it had value. He saves the rock and gets out the home. Overall This movie is entertaining but may be confusing fro some."
5.0,"Dec 3, 2023","""It keeps clinging to me"" Parasite will be remembered for generations. Every frame is a painting and, despite its harrowing depiction of the damages of classism, a shared struggle emerges which is, simply put, human. Anyway, fun stuff!"
4.5,"Nov 22, 2023","Parasite, dark and satirical, reflects society's corruption in class struggle. The films follow a struggling family, the Kims, and their climb to fortune through working for a wealthy family, the Parks. Bong Joon-ho et al.'s fastidious composition of every frame, consistent symbolism, and contrasting color grading leave no doubt as to how Parasite garnered the 2020 Academy Awards for Best Picture, and several other nominations and wins. The film's ending, fresh and unexpected, never felt out of place as the subtleties of carefully placed details throughout the film foreshadow the ending's twist. The gifted stone, speculated to bring wealth, only brought corruption and misfortune; The bright red sauce splashed onto pizza foreshadowed the fatal consequences of the schemes crafted; The line that must never be crossed- except when one character does, all subconsciously produced the perfect atmosphere of the foreboding implication of something terrible to come. The contrast of the darkness of the Kim's downstairs world to the Park's airy, bright, and naturally lit atmosphere forces the audience to reflect on their interpretation of class. As we watch the endings of each character, we have to wonder if they got what they deserved. How we feel about them forces us to confront our values- to many, this led to the feeling of discomfort and that the film was too 'odd'. The constant artificial lighting and dark grading of the downstairs world remind us of the Kim's goals to worm their way up in search of light. As Joon-ho's morally gray characters climb up the stairs or driveway, they reflect the inherent societal desires for wealth and the strive to achieve it. Joon-ho uses separate upstairs and downstairs worlds to supplement the film's message rather than to become the premise of it. This allows a fresher and freer interpretation of class struggle rather than recycling through past examples of this familiar piece of symbolism for class struggle. The character's journey of climbing up becomes another one of the film's several subtleties. (ESHS Film Club- Yumna Khan, Jonah Gardiner, Stevon, Sonia C)"
4.5,"Nov 22, 2023",Excellent. It really deserves the Oskar.
4.0,"Nov 21, 2023",just the scene after the flood is sufficient for this movie to be one of my favorite movies of all time.
4.0,"Nov 5, 2023","Parasita é um filme que brinca com o público ao construir um enredo bem desenhado e dinâmico, e surpreende o telespectador com o resultado das ações dos personagens. Super indico"
5.0,"Nov 2, 2023",100 % of tomatoes with all the profound abyss of mankind; best film of 2019
5.0,"Nov 2, 2023","In my opinion, a great movie needs: -to keep you entertained with a gripping, original story -interesting, well-rounded characters that develop over the course of the movie -to be thought-provoking, and stay with you long after you've watched it Parasite delivers on all points, in spades."
5.0,"Nov 2, 2023","This film deserves a five star review, firstly because it criticizes social inequality, and secondly because it does it in an impeccable cinematic way."
5.0,"Oct 29, 2023",Amazing movie. Genius. So well made. Tells a great story. I wanna rewatch.
4.5,"Oct 29, 2023","So kids, the lesson today is when a family member asks you to help them invade someone's life, leech off of their success, and eventually get them killed by a deranged old man, you say ""no, why would you do that?"""
5.0,"Oct 22, 2023","Sadique, palpitant, thrillant, parfait. Du début à la fin, ce film est un chef-d'oeuvre."
5.0,"Oct 8, 2023","Masterfully directed. The tone is so distinct and special, and the acting is superb. Human, charming, tense."
2.5,"Oct 8, 2023",I just enjoy the first part of it Then the plot went weird and I didn't like it I really don't know how it gets 90% as score
5.0,"Oct 2, 2023","The best movie of all time in my eyes. The cinematography is so astounding that you need to watch it again just to appreciate fully it's brilliance, as there's alot you may miss on first viewing."
5.0,"Oct 2, 2023","Amazing, visual art, story, lighting, camera walk….. everything is perfect. It show the line of top and bottom peoples in every way in movie."
5.0,"Sep 25, 2023","studied this movie for my ap english class, truly a masterpiece of our time"
5.0,"Sep 23, 2023","Quelle twist, le film est incroyable du début jusqu'à la fin un sans faute"
5.0,"Sep 19, 2023",A cinematic genius masterpiece from Director Bong in show how people from upper and lower classes can become parasites in society.
4.5,"Sep 18, 2023",Peliculon!! Súper recomendable
5.0,"Sep 11, 2023","A Rorschach test of sorts that discerns your place on the class spectrum, it's a clever, slick, and thought-provoking piece."
5.0,"Sep 9, 2023","If someone tells you that they don't like Korean movies, just show them this movie. In fact, I can say that it is a legendary movie among all the Korean movies I've seen. This movie is so good that it won four Oscars."
4.5,"Sep 9, 2023",여러번 봤는데 볼때마다 몰입해서 재밌게 본다는게 이 영화의 가장 큰 장점이자 무기같다. 대중적이면서 동시에 작품성까지 잡은 봉주호 감독님은 역시 봉준호다!!
2.5,"Sep 8, 2023","My first review on rotten tomatoes lol. I wasn't really enjoining most of the film as I'm really sensitive person. I don't like such films where people lye and the whole film is circulated about the false which will come truth in the end. But I really like that this film leaded me to understand the truth that I can't reach. It's the inability to find a job. As a part of a western world I have founded myself in the beginning of the film as ""hey you why can't you just find any job to survive?"" Then I came to understanding that this is another world in South Korea. Also I don't like open endings so I'm writing it because of it 🤠"
5.0,"Sep 3, 2023",Fantastic movie. It Felt as if it was a perfect film.
3.0,"Sep 2, 2023","""Parasite"" is wild. It's perhaps the most wild film I've ever seen. The story is compelling. (And there really are two or three stories in the film.) It's also really imaginative. However, at times, it's just not enjoyable. Even if you like genres under which the film falls."
4.0,"Sep 2, 2023",Great movie. I can assure you the parasite does not include the mind virus that plagues the west.
4.0,"Sep 2, 2023",Parasite is a stunning film that completely fails to disappoint any positive expectations. Solid 8/10.
4.5,"Aug 30, 2023","Parasite is definitely a ""must see"" film in 2019, and is often regarded as Bong Joon-ho's most influential masterpiece of a black-comedy, who also directed the acclaimed films such as Snowpiercer, Okja, Memories of Murder, and The Host, and the first Korean film to win an Academy Award for Best Picture. This plot centers about the unemployed destitute Kim clan who pretend to be highly-qualified individuals by infiltrating the wealthy Park family.."
5.0,"Aug 28, 2023","Un chef d'oeuvre qui a prit du temps à murir en moi, mais vraiment aujourd'hui je ne peux m'empêcher de le comparer à tous les autres films, qui me semblent être de la même veine."
5.0,"Aug 23, 2023",Genuinely amazing story with deep economic meanings yet scary and disturbing.
5.0,"Aug 18, 2023","Incredibly smart and detailed screenwriting and direction. The build up is a ride that keeps getting higher and higher until it eventually starts to drop into chilling thrills and it delivers more than expected. Well crafted climaxes. It feels pretty insane and dramatic, but it still knows how to be humourous. The cinematography and music is fantastic and highlights the storytelling very well, while the cast is brilliant and convincing on their part during the whole act. The editing is very clever and engaging. The use and timing of the slow motion dramatizes scenes just perfect. The script is flawless. The sets compliment the narrative and create a great contrasts between the two families. The flooding scene looked pretty good, including the explosive toilet. There's seemingly no scene that feels out of place. Nothing in this movie went to waste. A masterpiece."
5.0,"Aug 17, 2023",One of my all-time favorites. The first movie I paid to see a second time.
5.0,"Aug 15, 2023",A well-written movie with a funny and dramatic script. I couldn't take my eyes away.
5.0,"Aug 8, 2023",I've never seen a movie like this. Awesome
5.0,"Aug 7, 2023",A truly perfect film. Great themes about social classes while also being entertaining throughout.
5.0,"Aug 2, 2023","This movie is so good holy, I ve never seen anything like it, and its good. Its got a lot of soul, the performances are amazing, the shots are extreordinary, the pacing is nearing perfection, I dont know what else to say, i m amazed. Wow. Big ups"
3.0,"Aug 1, 2023",This movie was not that worthy for a 99.The story was okay but it wasn't ground breaking like the plot was kind of predictable and all hell there was no original plot the movie was soo mid
5.0,"Jul 30, 2023",Best film of the decade.
5.0,"Jul 30, 2023",This move is a masterpiece!!!
4.5,"Jul 26, 2023",I disagree with most of the film's premise but find it hilarious and affecting all the same - would be nice if modern audiences could understand that this is very achievable. Not everything has to be us vs them.
5.0,"Jul 26, 2023","One of the first real/serious films of Hollywood I watched. It's the one and only movie that always comes to mind when someone asks ""What are your 10 top movies?"". Do not even bother reading reviews, watch it and see for yourself."
5.0,"Jul 20, 2023","One of the most unique, thrilling, suspenseful, bone-chilling, edge-of-your-seat movies in not just this decade. but of all time."
3.5,"Jul 15, 2023",I did not love it but I liked it very much
5.0,"Jun 28, 2023",One of the Best Films of All Time.
3.0,"Jun 27, 2023",I liked it but didn’t love it. I thought the story was interesting but not that exciting. It was fun to watch the family work together but it wasn’t my favorite. Not a best picture imo
4.0,"Jun 26, 2023",A fresh and original story that moves along at a steady and well-balanced pace with more than a couple surprises along the way.
3.5,"Jun 17, 2023","This is s very good movie. What makes it so is it presents very complex relationships in a simplified, limited sets environment. There is an intimacy to the proceedings, and this augments the comedic aspect as well. The acting is efficient and effective. The one drawback is the two dimensional characters; presented as absolute versions of rich and poor. In other words, you're either on this side or that side. That is not to say that there are not people that act and think this way. It all seems very convenient and you can predict character reactions. There is no warmth or sympathy between the families. No personal connections, with everyone being disposable and blind to one another. They pursue their own self interests without ethics or morality. Either a hustler or very gullible. However, as a black comedy this can work and it does so throughout the movie. It is a movie that must be thought about, considering each layer like Matryoshka Dolls. Class interactions causing intra-class dichotomies and violence. A very harsh movie on its own characters. I have watched it more than once. I pick up something new or a new idea about the film with each viewing. Exactly the effect a thinking movie should have on its audience."
5.0,"Jun 17, 2023","One of the best movies ever. It's just perfect. Not much needs to be but perfect plot, acting, characters, shots, directing, just everything. It was a truly enjoyable and unforgettable experience and is a film that everyone should definitely watch."
4.0,"Jun 16, 2023","A great original story, solid acting, and shocking twists and turns make Parasite a highly entertaining movie. Easily weaving in its themes of class inequality, Parasite makes for a thought-provoking drama while still being interesting to watch."
4.5,"Jun 15, 2023",An absolutely fantastic film with a great unique original story that is only held back from perfection because I wanted the family to continue to get away with what they were getting away with.
4.5,"Jun 15, 2023","A clever, original story that intertwines drama, comedy and thriller elements brilliantly along with a heavy dose of social commentary."
3.5,"Jun 10, 2023",Interesant pana accelereaza tamp spre final
5.0,"Jun 9, 2023",Amazing movie that will stay in your mind for a longer time.
5.0,"Jun 8, 2023",It kept getting better and better.
5.0,"Jun 7, 2023",Best Korean movie of all time.
5.0,"Jun 7, 2023","The first half of the film is darkly humorous, with a family living in a basement lying and framing the driver and housekeeper in an effort to work for the rich. When I saw the first half, I thought it was supposed to be a comedy. Until they see rich people go camping, but the Jin family actually live in the mansion, eat and drink, and completely consider themselves rich. It makes me uncomfortable to see this because it is ""greed"". They want to make money. That's normal. But to enjoy a life of utter hypocrisy is ""greed"". Seeing the heavy rain, I thought the host family would come back. The good part of the movie is the return of the old butler. The turning point of the film is the scene leading to the basement. From this moment on, this is no longer a comedy. It became a conspiracy, a bigger lie, a fight for life. I thought that the Jin family has parasitic in the rich family, did not think that the old housekeeper and her husband is a bigger parasite. After watching this movie, I always wonder what I would have done if I was living in a basement, working for a rich man. I will definitely work hard to make money, change a better house, and then through this job to find a better job for myself. That should be most people's plan. The Jin family, although very smart, also very good at work. But they are lazy, do not make progress, do not have a plan, and do not seek to change the status quo. So they would rather be parasites and feel inferior than change the status quo. The lesson of this film is that if you are not satisfied with your life, you must find a way to improve the quality of your life, because you can!"
3.0,"May 31, 2023","It was entertaining but not mind-blowingly good as many western critics indicated. Part of the confusion is caused by western critics who seem to be evaluating the plot's shock value based on a European/western 3-act structure instead of the 4-act Asian structure. This movie plot follows the latter and is consistent with the timing and expected twists and turns of that structure. After accounting for the 4-act structure, this plot is not as shocking or surprising as western critics seem to think. Instead, it takes the expected twists & turns in the expected order, which reduces its shock value. Still, it's an entertaining way to pass a few hours."
5.0,"May 24, 2023","Parasite is unique, funny, relentless, nerve racking and deeply earnest. The juxtaposing themes and visual staging unveils a climax that will leave the audience shocked and thrilled."
0.5,"May 19, 2023",Hard to watch. Seems to be glorifying class warfare. Not good
5.0,"May 9, 2023","GG Bong Joon-Ho, please direct my life"
4.5,"May 9, 2023","Bit too dark for my taste but deserving of best picture in the oscars great movie all around a must see, so good!"
5.0,"May 7, 2023","Hilarious, genius, heartbreaking."
5.0,"May 1, 2023",This movie is absolutly masterpiece
5.0,"Apr 26, 2023",One word. Wonderful!
5.0,"Apr 22, 2023",One of the best movies I've ever seen. You cannot miss this one.
3.0,"Apr 14, 2023","Good, but overrated. Didn't deserve best picture, Jo Jo Rabbit was better"
2.5,"Apr 10, 2023",Well it's Oscar nominated so that means it's sht. So average that you want to scream. Don't pay money for it but watch it so you can say you did.
4.0,"Apr 2, 2023",Trump brought me here. Im not into reading subtitles but have no regrets watching this well deserved Oscar worthy
3.5,"Mar 31, 2023","It's good, but I do not know if I like it. Not sure how I feel about this, it's very simbolic and has something to say and it's an incredible thing but I don't dig it, don't know how to explain it too."
3.5,"Mar 31, 2023","Overrated is the operative word. This is a year that gave us Once Upon a Time in Hollywood, 1917, JoJo Rabbit, all of which I believe were far stronger accomplishments. Regardless of that, this is a good film, at times very good, but there's nothing that merits the hoopla other than a foreign film being the the esoteric darling of that year's Hollywood cultural mentality about cultural mentalities. Parasite isn't worth vaccinating against, but its overactive accolades were a bit pestilential."
5.0,"Mar 27, 2023","Awesome. There are no good guys or bad guys. Everyone is equally Parasite & equally Host. Quite brilliant on nearly every level from story to humor to thriller elements to acting to cinematic craft. I didn't expect to like this movie, yet once it was finished exclaimed, ""that might be the best movie I've ever seen."" Do not go into it with those type of expectations & avoid knowing too much about it beforehand. It's great movie & one of my favorites."
4.5,"Mar 22, 2023",This is an intense movie. It's almost like 2 genres in one.
1.0,"Mar 20, 2023",Best picture? Good grief. Bleh.
5.0,"Mar 14, 2023","Hands down, one of my top 5 movies of all time."
3.5,"Mar 12, 2023",Cathartic! Totally recommend it!
5.0,"Mar 12, 2023","In a world of cgi superhero rubbish, this stands out as one of the best films of modern cinema"
5.0,"Mar 5, 2023","If any creation is able to make an unforgettable imprint of what needs changing in this world, that production has fully achieved it's purpose. Through precise acting by the cast the movie imposingly justifies the desperation of the neglected. A well written story with imaginativeness of the highest quality. Excellent visual effects and use of colour tones to portray the decaying of the society's core. Excellent design of characters capturing many traits of personalities. There's alot to gather from this movie and what's truly interesting when it's viewers turn to decide who the real parasites of the society are."
4.5,"Feb 26, 2023","If you're one of those spectators that do not have any problem reading the subtitles, you'd find out a well acted, crafted, edited, movie with a surprise twist worth of the academy award."
3.0,"Feb 18, 2023","It was OK. Not too interesting, the whole movie I was waiting for something to happen"
4.5,"Feb 17, 2023",I thought this movie was fantastic. A human story of class tragedy and horror.
5.0,"Feb 15, 2023","A masterpiece in filmmaking. Parasite is a thrill ride, never revealing where it's truly going until the bitter, pulse-pounding end."
5.0,"Feb 13, 2023",Probably going down as a classic
5.0,"Feb 7, 2023",I can't even explain
5.0,"Feb 4, 2023","Loved every aspect of this movie, appreciate that the story is well-written and has a solid premise. You can tell that a lot of work went into making this film. Both the acting and the cinematography were excellent.  Contains many lovely symbolisms and touches on issues such as wealth and inequality. There is just so much about this movie that I enjoy."
5.0,"Jan 31, 2023","Great film and story with amazing shots! Also, one of the best endings I've ever seen!"
5.0,"Jan 14, 2023",Watched this in theaters great from start to end
4.5,"Jan 13, 2023",An amazing movie with twists so well laid out
